1,0.339121775
2,0.467858908
3,0.402571671
4,0.391517317
5,0.395584116
6,0.512656103
7,0.35592445
8,0.611423581
9,0.384348871
10,0.336210206
11,0.585656377
12,0.35034394
13,0.475449593
14,0.502206506
15,0.449828
16,0.691298901
17,0.446638279
18,0.393097078
19,0.440770646
20,0.565206931
21,0.503191898
22,0.486929353
23,0.609108063
24,0.572383185
25,0.453673785
26,0.528864092
27,0.558740999
28,0.567954533
29,0.44521723
30,0.423811948
31,0.533942246
32,0.36279749
33,0.511533944
34,0.369093658
35,0.408065064
36,0.291550007
37,0.456188064
38,0.321586188
39,0.492029885
40,0.465098918
41,0.437991581
42,0.446490614
43,0.413717897
44,0.613883196
45,0.688713895
46,0.481036329
47,0.501775507
48,0.491652513
49,0.4486792
50,0.394487845
51,0.554987292
52,0.537080557
53,0.466458057
54,0.318219365
55,0.400177191
56,0.340644837
57,0.437796577
58,0.475358559
59,0.376889176
60,0.481997971
61,0.533259361
62,0.395703679
63,0.387925712
64,0.409719663
65,0.468224137
66,0.471543288
67,0.540181392
68,0.50491346
69,0.523383074
70,0.659526438
71,0.617530853
72,0.410067425
73,0.745030559
74,0.467031511
75,0.53206129
76,0.444916943
77,0.572933377
78,0.444800799
79,0.445496842
80,0.611685494
81,0.538251004
82,0.531991665
83,0.496498217
84,0.531059185
85,0.636979224
86,0.551018597
87,0.541032535
88,0.66150984
89,0.557462118
90,0.496001615
91,0.47546443
92,0.479040573
93,0.419925135
94,0.423938767
95,0.476401898
96,0.724181486
97,0.514922884
98,0.426687277
99,0.463712219
100,0.484514372
101,0.661138215
102,0.408766903
103,0.42821404
104,0.539614079
105,0.510368778
106,0.607906517
107,0.558349159
108,0.577825007
109,0.620110639
110,0.675288192
111,0.642373143
112,0.472536799
113,0.501611523
114,0.436835387
115,0.508485083
116,0.453443978
117,0.684582756
118,0.361870764
119,0.593378319
120,0.517823887
121,0.52987865
122,0.554986607
123,0.498378554
124,0.49008497
125,0.426558342
126,0.412708113
127,0.493795276
128,0.58779931
129,0.424402199
130,0.559084349
131,0.42904376
132,0.455084543
133,0.515461086
134,0.62778095
135,0.513083221
136,0.542117792
137,0.57658879
138,0.549463167
139,0.621256111
140,0.541808546
141,0.440744852
142,0.363042953
143,0.527993827
144,0.543330171
145,0.590874164
146,0.410094282
147,0.582428265
148,0.369319902
149,0.43981041
150,0.508013656
151,0.339822142
152,0.385121373
153,0.485410064
154,0.525767487
155,0.468784969
156,0.302798038
157,0.356281792
158,0.700167367
159,0.596595792
160,0.404839619
161,0.496201089
162,0.477765391
163,0.489289413
164,0.388302696
165,0.463334016
166,0.64619285
167,0.670827521
168,0.575806069
169,0.728301115
170,0.57068659
171,0.403311418
